id,web_name,team_name,position,price,selected_by_percent,total_points,event_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,in_dreamteam,news,news_added,now_cost,photo,removed,second_name,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
332,Lukić,Fulham,MID,5.0,0.1,27,0,3.0,3.4,632,1,2,1,9,0,0,0,4,0,0,2,125,120.2,219.3,71.0,41.0,1.35,1.01,2.36,9.59,True,True,100.0,100.0,212314,0,0,0,0,0,3,3.0,3.0,Saša,False,,2025-10-04T03:00:08.838398Z,50,212314.jpg,False,Lukić,False,,a,10,54,11417,149,9590,592,0.6,5.4,190.0,2023-01-31,1996-08-13,False,p212314,19,23,17,59,8,159,63,25,23,127,76,67,43,4.0,,,,,,0.19,0.0,0.14,0.33,1.37,1.28,255,158,127,57,122,52,471,159,1.14,0.14,8.4
333,Godo,Fulham,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,573062,0,0,0,0,0,3,0.0,0.0,Martial,False,has joined Strasbourg permanently.,2025-09-02T13:30:29.210428Z,45,573062.jpg,False,Godo,False,,u,10,54,898,0,5949,40,0.0,0.0,54.0,2022-08-22,2003-03-14,False,p573062,0,0,0,0,0,652,269,646,270,627,263,653,270,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,278,614,247,659,273,626,255,0.0,0.0,0.0
334,Harris,Fulham,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,515024,0,0,0,0,0,3,0.0,0.0,Luke,False,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,45,515024.jpg,False,Harris,False,,u,10,54,0,0,274,2,0.0,0.0,244.0,2022-08-05,2005-03-04,False,p515024,0,0,0,0,0,637,256,631,257,612,250,638,257,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,443,264,601,236,646,262,740,327,0.0,0.0,0.0
335,King,Fulham,MID,4.5,4.0,18,3,2.0,1.8,614,0,0,2,10,0,0,0,2,0,0,0,69,58.8,58.0,130.0,24.0,0.80,0.33,1.13,9.68,True,True,,,577725,0,0,0,0,0,3,2.0,2.0,Josh,False,,,45,577725.jpg,False,King,False,,a,10,54,761775,11695,390580,9493,0.4,4.0,241.0,2024-02-02,2007-01-03,False,p577725,7,24,12,43,9,259,110,172,115,56,32,170,87,,,,,,,0.12,0.0,0.05,0.17,1.42,1.47,468,281,177,78,294,136,87,28,1.32,0.29,6.3
336,Reed,Fulham,MID,4.4,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,153366,0,0,-1,1,0,3,0.0,0.0,Harrison,False,,,44,153366.jpg,False,Reed,False,,a,10,54,25870,159,31221,597,0.0,0.0,241.0,2020-08-30,1995-01-27,False,p153366,0,0,0,0,0,566,208,556,209,529,201,567,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,498,297,525,187,575,214,341,116,0.0,0.0,0.0
337,Raúl,Fulham,FWD,6.2,0.8,24,5,4.0,2.7,392,1,2,1,4,0,0,0,0,0,0,1,79,73.2,49.1,138.0,25.3,1.22,0.27,1.49,5.58,True,True,100.0,75.0,102057,0,0,-3,3,0,4,4.0,3.0,Raúl,False,,2025-10-29T18:00:08.542122Z,62,102057.jpg,False,Jiménez Rodríguez,False,,a,10,54,60304,2467,213781,1848,0.6,3.9,139.0,2023-07-25,1991-05-05,False,p102057,5,10,8,23,5,232,18,197,19,51,18,155,21,,,4.0,,1.0,,0.28,0.0,0.06,0.34,1.28,0.92,78,24,82,9,195,20,191,29,1.15,0.23,5.28
338,Muniz,Fulham,FWD,5.4,1.0,16,1,0.3,2.7,332,1,1,1,4,1,0,0,1,0,0,3,42,59.8,41.7,105.0,20.3,0.89,0.01,0.90,5.52,True,True,100.0,75.0,244042,0,0,-1,1,0,4,0.3,0.2,Rodrigo,False,,2025-09-29T00:30:06.448701Z,54,244042.jpg,False,Muniz Carvalho,False,,a,10,54,250315,1407,389858,2349,0.1,3.0,30.0,2021-08-20,2001-05-04,False,p244042,9,7,3,19,4,255,21,221,22,73,23,208,23,,,,,,,0.24,0.0,0.0,0.24,1.5,1.08,170,42,352,42,192,19,176,26,1.08,0.27,5.15
664,Lecomte,Fulham,GKP,4.0,0.6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,86873,0,0,0,0,0,1,0.0,0.0,Benjamin,False,,,40,86873.jpg,False,Lecomte,False,,a,10,54,8532,75,27504,466,0.0,0.0,73.0,2025-07-26,1991-04-26,False,p86873,0,0,0,0,0,484,44,469,31,436,18,484,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,621,46,433,37,492,44,214,29,0.0,0.0,0.0
727,Chukwueze,Fulham,MID,5.3,0.0,6,1,0.3,2.0,46,0,1,0,3,0,0,0,0,0,0,0,19,21.2,25.9,37.0,8.5,0.60,0.44,1.04,0.74,True,True,100.0,75.0,218328,0,0,-2,2,0,3,0.3,0.2,Samuel,False,,2025-10-17T16:00:11.395453Z,53,218328.jpg,False,Chukwueze,False,,a,10,54,4949,78,4357,55,0.1,1.1,157.0,2025-09-01,1999-05-22,False,p218328,0,2,1,3,0,358,168,271,157,220,122,327,158,,,,,,,1.17,0.0,0.86,2.03,1.45,5.87,202,128,350,172,272,120,662,278,0.0,0.0,5.87
731,Kevin,Fulham,MID,6.0,0.1,8,3,1.7,1.1,228,0,0,1,4,0,0,0,1,0,0,0,37,55.6,66.7,34.0,15.7,0.05,0.19,0.24,2.97,True,True,100.0,100.0,560552,0,0,0,0,0,3,1.7,1.7,Kevin,False,,2025-09-24T06:30:08.624024Z,60,560552.jpg,False,Santos Lopes de Macedo,False,,a,10,54,22721,178,16667,365,0.3,1.3,30.0,2025-09-01,2003-01-04,False,p560552,5,11,7,23,1,270,116,151,102,234,132,245,121,,,,,,,0.02,0.0,0.08,0.1,1.17,1.58,92,60,211,95,365,173,528,190,0.39,0.39,9.08
737,Kusi-Asare,Fulham,FWD,4.5,0.1,1,0,0.3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.02,True,True,,,631786,0,0,0,0,0,4,0.3,0.3,Jonah,False,,,45,631786.jpg,False,Kusi-Asare,False,,a,10,54,9399,270,5426,286,0.1,0.2,206.0,2025-09-01,2007-07-04,False,p631786,0,0,0,0,0,672,70,666,69,647,69,673,70,,,,,,,0.0,0.0,0.0,0.0,1.8,0.0,485,66,341,39,384,42,534,72,0.0,0.0,0.0
339,Meslier,Leeds,GKP,4.3,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,437495,0,0,-2,2,0,1,0.0,0.0,Illan,False,,,43,437495.jpg,False,Meslier,False,,a,11,2,7746,100,48685,631,0.0,0.0,73.0,2020-07-27,2000-03-02,False,p437495,0,0,0,0,0,554,78,543,67,512,54,555,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,589,36,508,72,562,78,268,35,0.0,0.0,0.0
340,Cairns,Leeds,GKP,4.0,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,97846,0,0,0,0,0,1,0.0,0.0,Alex,False,,,40,97846.jpg,False,Cairns,False,,a,11,2,4221,47,9142,167,0.0,0.0,241.0,2024-07-08,1993-01-04,False,p97846,0,0,0,0,0,485,45,470,32,437,19,485,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,622,47,434,38,493,45,389,59,0.0,0.0,0.0
341,Darlow,Leeds,GKP,4.0,2.3,10,0,0.3,2.0,450,0,0,0,8,0,0,0,0,0,13,0,55,105.0,0.0,0.0,10.5,0.00,0.01,0.01,4.43,True,True,,,59735,0,0,0,0,0,1,0.3,0.3,Karl,False,,,40,59735.jpg,False,Darlow,False,,a,11,2,95706,765,153405,3410,0.1,2.5,244.0,2023-07-29,1990-10-08,False,p59735,6,53,0,0,5,175,19,463,25,430,12,298,19,,,,,,,0.0,2.6,0.0,0.0,0.89,1.6,615,40,329,21,260,24,119,15,1.0,0.0,0.0
342,Bogle,Leeds,DEF,4.5,0.2,27,1,1.3,2.7,868,0,1,2,16,0,0,0,2,0,0,0,75,122.2,65.7,77.0,26.5,0.66,0.43,1.09,10.85,True,True,100.0,100.0,226182,0,0,0,0,0,2,1.3,1.3,Jayden,False,,2025-09-20T23:30:06.793765Z,45,226182.jpg,False,Bogle,False,,a,11,2,17671,103,17022,825,0.3,6.0,241.0,2024-07-20,2000-07-27,False,p226182,39,44,26,65,10,154,65,156,38,116,20,143,45,,,,,,,0.07,0.0,0.04,0.11,1.12,1.66,410,80,237,82,188,73,348,126,1.04,0.21,6.74
343,Struijk,Leeds,DEF,4.4,0.3,24,0,0.0,3.0,720,0,0,2,13,0,0,0,1,0,0,2,93,148.8,30.5,59.0,23.9,0.81,0.08,0.89,8.32,True,True,100.0,100.0,222694,-1,1,-1,1,0,2,0.0,0.0,Pascal,False,,2025-10-23T13:30:08.346349Z,44,222694.jpg,False,Struijk,False,,a,11,2,30327,58,41331,1391,0.0,5.5,152.0,2018-04-12,1999-08-11,False,p222694,57,19,6,63,8,111,50,255,78,154,31,171,55,,,,,3.0,,0.1,0.0,0.01,0.11,1.04,1.62,508,118,529,218,152,55,311,110,1.0,0.25,7.88
344,Bijol,Leeds,DEF,3.9,0.1,5,1,1.7,2.5,180,0,0,0,4,0,0,0,0,0,0,0,20,37.2,11.3,2.0,5.1,0.00,0.01,0.01,3.72,True,True,100.0,100.0,434752,0,0,-1,1,0,2,1.7,1.7,Jaka,False,,2025-07-21T10:00:04.901206Z,39,434752.jpg,False,Bijol,False,,a,11,2,10790,565,16974,280,0.4,1.3,195.0,2025-06-23,1999-02-05,False,p434752,15,11,2,17,2,313,117,333,114,363,130,354,118,,,,,,,0.0,0.0,0.0,0.0,1.86,2.0,709,214,207,72,208,78,411,153,1.0,0.0,8.5
345,Bornauw,Leeds,DEF,3.9,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,100.0,100.0,437738,0,0,-1,1,0,2,0.0,0.0,Sebastiaan,False,,2025-08-10T23:00:06.493026Z,39,437738.jpg,False,Bornauw,False,,a,11,2,4532,48,6221,119,0.0,0.0,21.0,2025-07-01,1999-03-22,False,p437738,0,0,0,0,0,447,161,430,159,397,148,447,160,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,711,216,395,142,455,161,505,185,0.0,0.0,0.0
346,Byram,Leeds,DEF,3.9,0.2,1,0,0.0,1.0,7,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.79,True,True,,,113564,0,0,-1,1,0,2,0.0,0.0,Sam,False,,,39,113564.jpg,False,Byram,False,,a,11,2,17946,70,21449,464,0.0,0.3,241.0,2023-08-05,1993-09-16,False,p113564,0,0,0,0,0,439,156,422,154,387,141,439,155,,,,,,,0.0,0.0,0.0,0.0,10.16,12.86,700,208,387,137,367,128,337,120,0.0,0.0,0.0
347,Gudmundsson,Leeds,DEF,4.0,4.8,26,1,1.0,2.6,830,0,0,2,16,1,0,0,1,0,0,6,102,171.0,175.3,47.0,39.3,0.17,1.05,1.22,11.43,True,True,100.0,100.0,243526,0,0,0,0,0,2,1.0,1.0,Gabriel,False,,2025-10-25T09:30:08.635945Z,40,243526.jpg,False,Gudmundsson,False,,a,11,2,611036,1422,369847,11485,0.2,6.5,206.0,2025-07-08,1999-04-29,False,p243526,46,35,19,65,10,85,39,40,7,184,44,73,18,,,,,,,0.02,0.0,0.11,0.13,1.24,1.73,641,169,258,88,199,75,75,26,1.08,0.22,7.05
348,Rodon,Leeds,DEF,4.1,6.5,45,1,5.0,4.5,900,2,0,2,17,0,0,0,0,0,0,5,149,273.2,29.8,122.0,42.5,0.68,0.08,0.76,12.04,True,True,100.0,100.0,214225,0,0,1,-1,1,2,5.0,5.0,Joe,False,,2025-09-05T10:00:06.564684Z,41,214225.jpg,False,Rodon,False,,a,11,2,787554,8888,269012,11816,1.2,11.0,244.0,2024-07-02,1997-10-22,False,p214225,78,28,8,86,10,13,5,256,79,62,5,58,11,,,,,,,0.07,0.0,0.01,0.08,1.2,1.7,613,160,40,15,45,19,58,17,1.0,0.2,8.6
349,Schmidt,Leeds,DEF,4.0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,492368,0,0,0,0,0,2,0.0,0.0,Isaac,False,has joined Werder Bremen on loan for the rest of the season.,2025-09-02T12:00:32.361624Z,40,492368.jpg,False,Schmidt,False,,u,11,2,788,0,13942,115,0.0,0.0,207.0,2024-08-30,1999-12-07,False,p492368,0,0,0,0,0,521,201,507,200,474,189,522,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,183,471,184,530,202,498,182,0.0,0.0,0.0
350,Aaronson,Leeds,MID,5.4,0.2,34,2,5.0,3.4,636,1,2,2,9,0,0,0,1,0,0,3,138,125.2,148.5,151.0,42.5,1.62,1.42,3.04,8.64,True,True,,,427637,0,0,-1,1,1,3,5.0,5.0,Brenden,False,,,54,427637.jpg,False,Aaronson,False,,a,11,2,24497,724,11972,1451,0.9,6.3,229.0,2022-07-01,2000-10-22,False,p427637,11,26,17,54,7,145,56,53,41,46,26,60,39,,,2.0,,,,0.23,0.0,0.2,0.43,1.22,1.27,171,105,42,22,125,55,372,128,0.99,0.28,7.64
351,Gnonto,Leeds,MID,5.2,0.1,6,0,0.0,1.5,191,0,0,1,5,0,0,0,1,0,0,0,27,15.8,21.4,16.0,5.3,0.18,0.06,0.24,2.49,True,True,100.0,100.0,492859,0,0,-3,3,0,3,0.0,0.0,Wilfried,False,,2025-09-18T14:30:08.147956Z,52,492859.jpg,False,Gnonto,False,,a,11,2,5602,50,35424,132,0.0,1.2,106.0,2022-09-01,2003-11-05,False,p492859,2,6,9,17,3,368,172,292,166,289,157,353,172,,,,,,,0.08,0.0,0.03,0.11,1.17,2.36,227,141,698,302,326,152,484,168,1.41,0.47,8.01
352,Harrison,Leeds,MID,5.2,0.1,10,1,1.3,1.1,253,0,0,0,4,0,0,0,0,0,0,0,50,30.0,48.6,35.0,11.5,0.28,0.23,0.51,2.89,True,True,,,221399,0,0,-3,3,0,3,1.3,1.3,Jack,False,,,52,221399.jpg,False,Harrison,False,,a,11,2,3594,57,13729,202,0.2,1.9,241.0,2021-07-02,1996-11-20,False,p221399,6,13,5,24,1,329,150,198,130,226,128,288,143,3.0,,,,,,0.1,0.0,0.08,0.18,1.03,1.42,219,137,243,114,364,172,541,196,0.36,0.0,8.54
353,James,Leeds,MID,5.3,0.1,10,1,1.0,1.4,268,0,0,1,8,0,0,0,0,0,0,0,38,24.4,72.8,37.0,13.5,0.43,0.52,0.95,4.70,True,True,100.0,100.0,200617,0,0,-2,2,0,3,1.0,1.0,Daniel,False,,2025-10-01T21:30:06.176228Z,53,200617.jpg,False,James,False,,a,11,2,6077,125,46552,248,0.2,1.9,244.0,2021-08-31,1997-11-10,False,p200617,1,8,2,11,3,347,161,142,97,219,121,269,132,,,,,,,0.14,0.0,0.17,0.31,1.58,2.69,199,125,273,131,337,159,421,142,1.01,0.34,3.69
354,Ampadu,Leeds,MID,4.9,0.1,22,1,2.3,2.8,697,0,0,1,12,0,0,0,3,0,0,0,114,115.2,72.1,17.0,20.5,0.37,0.19,0.56,8.43,True,True,100.0,100.0,199598,0,0,-1,1,0,3,2.3,2.3,Ethan,False,,2025-10-23T13:30:08.371584Z,49,199598.jpg,False,Ampadu,False,,a,11,2,7531,110,10494,237,0.5,4.5,244.0,2023-07-19,2000-09-14,False,p199598,32,38,21,91,8,164,65,146,99,283,153,204,106,,,,,,,0.05,0.0,0.02,0.07,1.09,1.55,301,190,159,73,178,75,522,186,1.03,0.13,11.75
355,Greenwood,Leeds,MID,4.9,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,248937,0,0,-1,1,0,3,0.0,0.0,Sam,False,has joined Pogon Szczecin permanently.,2025-09-02T12:00:32.393623Z,49,248937.jpg,False,Greenwood,False,,u,11,2,1234,0,9573,39,0.0,0.0,241.0,2021-01-09,2002-01-26,False,p248937,0,0,0,0,0,691,293,686,293,673,288,691,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,316,199,661,275,692,293,605,241,0.0,0.0,0.0
356,Gruev,Leeds,MID,4.8,0.0,7,0,0.0,1.4,211,0,0,1,6,0,0,0,1,0,0,0,42,25.0,8.9,2.0,3.6,0.00,0.01,0.01,3.86,True,True,,,486520,0,0,-2,2,0,3,0.0,0.0,Ilia,False,,,48,486520.jpg,False,Gruev,False,,a,11,2,1291,22,3710,75,0.0,1.5,34.0,2023-08-31,2000-05-06,False,p486520,6,7,5,18,2,344,159,349,184,371,192,382,181,2.0,,1.0,,,,0.0,0.0,0.0,0.0,1.65,2.56,370,233,649,268,335,157,608,242,0.85,0.43,7.68
357,Ramazani,Leeds,MID,4.9,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,433952,0,0,-1,1,0,3,0.0,0.0,Largie,False,has joined Valencia on loan for the rest of the season.,2025-09-02T12:00:32.377624Z,49,433952.jpg,False,Ramazani,False,,u,11,2,203,0,4101,17,0.0,0.0,21.0,2024-08-22,2001-02-27,False,p433952,0,0,0,0,0,693,295,688,295,675,290,693,295,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,322,202,664,277,694,295,671,285,0.0,0.0,0.0
358,Tanaka,Leeds,MID,4.8,0.1,13,2,2.0,1.6,320,0,0,2,6,0,0,0,0,0,0,0,51,19.8,62.4,10.0,9.0,0.16,0.11,0.27,5.07,True,True,100.0,100.0,248056,0,0,-2,2,0,3,2.0,2.0,Tanaka,False,,2025-08-24T01:30:06.493361Z,48,248056.jpg,False,Ao,False,,a,11,2,6971,198,23033,226,0.4,2.7,108.0,2024-08-30,1998-09-10,False,p248056,7,19,2,28,4,361,169,160,108,312,165,318,155,,,,,,,0.04,0.0,0.03,0.07,1.43,1.69,366,231,179,79,313,145,439,152,1.12,0.56,7.88
359,Crew,Leeds,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,536119,0,0,0,0,0,3,0.0,0.0,Charlie,False,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,45,536119.jpg,False,Crew,False,,u,11,2,0,0,876,5,0.0,0.0,244.0,2024-03-28,2006-06-15,False,p536119,0,0,0,0,0,640,259,634,260,615,253,641,260,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,448,268,604,239,649,265,728,320,0.0,0.0,0.0
360,Gelhardt,Leeds,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,462635,0,0,0,0,0,3,0.0,0.0,Joe,False,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,45,462635.jpg,False,Gelhardt,False,,u,11,2,0,0,2681,18,0.0,0.0,241.0,2021-02-07,2002-05-04,False,p462635,0,0,0,0,0,628,248,622,249,603,242,629,249,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,430,256,592,228,637,254,700,302,0.0,0.0,0.0
361,Gyabi,Leeds,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,470294,0,0,0,0,0,3,0.0,0.0,Darko,False,has joined Hull City permanently.,2025-09-02T13:38:58.066167Z,45,470294.jpg,False,Gyabi,False,,u,11,2,1165,0,7548,49,0.0,0.0,241.0,2022-07-04,2004-02-18,False,p470294,0,0,0,0,0,629,249,623,250,604,243,630,250,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,431,257,593,229,638,255,617,249,0.0,0.0,0.0
362,Piroe,Leeds,FWD,5.0,0.4,5,0,0.3,1.2,162,0,0,1,4,0,0,0,0,0,0,0,11,5.0,12.0,77.0,9.1,0.51,0.06,0.57,2.16,True,True,100.0,100.0,235826,-1,1,-5,5,0,4,0.3,0.3,Joël,False,,2025-09-11T17:30:06.758854Z,50,235826.jpg,False,Piroe,False,,a,11,2,26297,323,196750,1175,0.1,1.0,152.0,2023-08-24,1999-08-02,False,p235826,1,7,0,8,2,408,43,329,38,118,28,315,33,,,3.0,,2.0,,0.28,0.0,0.03,0.31,1.2,2.22,262,51,347,40,358,39,263,39,1.11,0.56,4.44
363,Bamford,Leeds,FWD,4.9,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,106617,0,0,-1,1,0,4,0.0,0.0,Patrick,False,has departed the club as a free agent.,2025-09-02T12:00:32.408955Z,49,106617.jpg,False,Bamford,False,,u,11,2,16144,0,193697,753,0.0,0.0,241.0,2018-07-31,1993-09-05,False,p106617,0,0,0,0,0,685,72,680,71,666,71,685,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,54,653,67,687,73,259,37,0.0,0.0,0.0
364,Mateo Joseph,Leeds,FWD,5.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,565297,0,0,0,0,0,4,0.0,0.0,Mateo,False,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,50,565297.jpg,False,Joseph Fernández-Regatillo,False,,u,11,2,0,0,2321,7,0.0,0.0,200.0,2022-11-04,2003-10-19,False,p565297,0,0,0,0,0,714,75,712,75,703,75,714,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,285,53,689,72,715,76,693,81,0.0,0.0,0.0
365,Nmecha,Leeds,FWD,5.0,0.6,15,1,1.0,1.5,199,1,0,1,6,0,0,0,0,0,0,0,45,49.8,12.1,82.0,14.3,1.83,0.05,1.88,3.32,True,True,100.0,100.0,174594,0,0,0,0,0,4,1.0,1.0,Lukas,False,,2025-09-11T17:30:06.775545Z,50,174594.jpg,False,Nmecha,False,,a,11,2,120105,640,116911,2498,0.2,3.0,80.0,2025-07-01,1998-12-14,False,p174594,7,7,0,14,1,280,25,327,37,105,25,257,27,,,,,1.0,,0.83,0.0,0.02,0.85,1.5,2.71,247,49,269,29,324,33,209,34,0.45,0.45,6.33
493,Longstaff,Leeds,MID,4.9,1.1,37,1,3.0,3.7,714,1,2,1,11,0,0,0,0,0,0,4,191,204.0,292.4,50.0,54.7,0.68,0.92,1.60,7.99,True,True,,,180135,0,0,-1,1,1,3,3.0,3.0,Sean,False,,,49,180135.jpg,False,Longstaff,False,,a,11,2,167401,2435,58396,5935,0.6,7.6,241.0,2025-07-18,1997-10-30,False,p180135,16,30,30,76,8,57,20,6,6,172,101,26,19,,,,,,,0.09,0.0,0.12,0.21,1.01,1.39,300,189,121,54,102,43,169,58,1.01,0.13,9.58
660,Stach,Leeds,MID,5.0,2.5,36,1,1.0,4.0,708,1,2,2,15,0,0,0,1,0,0,3,136,141.6,209.5,93.0,44.5,0.89,0.64,1.53,9.67,True,True,,,466525,0,0,0,0,1,3,1.0,1.0,Anton,False,,,50,466525.jpg,False,Stach,False,,a,11,2,530053,778,278134,13977,0.2,7.2,80.0,2025-07-22,1998-11-15,False,p466525,21,29,14,64,8,120,41,30,27,88,53,46,33,1.0,,4.0,,,,0.11,0.0,0.08,0.19,1.23,1.91,271,167,270,128,77,32,114,40,1.02,0.25,8.14
665,Perri,Leeds,GKP,4.5,0.3,15,2,1.0,3.0,450,0,0,2,9,0,0,0,1,0,9,0,53,87.4,0.0,0.0,8.7,0.00,0.00,0.00,7.61,True,True,100.0,100.0,201595,0,0,0,0,0,1,1.0,1.0,Lucas Estella,False,,2025-09-11T17:30:07.176029Z,45,201595.jpg,False,Perri,False,,a,11,2,19488,165,35623,419,0.2,3.3,30.0,2025-07-26,1997-12-10,False,p201595,6,33,0,0,5,208,24,606,75,586,66,323,24,,,,,,,0.0,1.8,0.0,0.0,1.52,1.8,405,24,266,20,155,19,330,48,1.0,0.4,0.0
691,Calvert-Lewin,Leeds,FWD,5.5,1.3,24,2,2.0,3.0,598,1,1,2,8,0,0,0,0,0,0,2,64,62.8,109.1,172.0,33.8,1.80,0.46,2.26,6.67,True,True,75.0,100.0,177815,0,0,0,0,1,4,1.5,2.0,Dominic,False,Thigh injury - 75% chance of playing,2025-11-03T09:30:09.059059Z,55,177815.jpg,False,Calvert-Lewin,False,,d,11,2,310365,1739,167679,12727,0.4,4.4,241.0,2025-08-15,1997-03-16,False,p177815,5,12,3,20,7,248,20,84,4,31,15,100,13,,,,,,,0.27,0.0,0.07,0.34,1.0,1.2,139,34,191,16,164,15,157,23,1.05,0.3,3.01
698,Okafor,Leeds,MID,5.5,0.2,27,2,2.0,3.9,425,2,1,1,8,0,0,0,2,0,0,3,89,109.0,59.6,115.0,28.4,1.36,0.37,1.73,6.46,True,True,100.0,100.0,435997,0,0,0,0,0,3,2.0,2.0,Noah,False,,2025-10-17T00:30:11.157914Z,55,435997.jpg,False,Okafor,False,,a,11,2,43689,578,23215,1387,0.4,4.9,207.0,2025-08-21,2000-05-24,False,p435997,5,20,10,35,6,171,71,166,110,67,39,132,69,,,,,,,0.29,0.0,0.08,0.37,1.37,1.69,146,93,192,86,85,35,364,125,1.27,0.21,7.41
